QID,Labels,Frequency,Linked,Lemma,WN Description,Manual Review Section,Accept,Not an occupation,Notes,Correct Wikidata
http://www.wikidata.org/entity/Q13382566,"canoeist, sprint canoer, canoer",5762,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09910922-n,"paddler, canoeist",someone paddling a canoe,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q11303721,"golfer, golf player, golfplayer",5746,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10156479-n,"golf player, golfer, linksman",someone who plays the game of golf,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1323191,"costume designer, costumer, costume maker",5714,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09987789-n,"costume designer, costumer, costumier",someone who designs or supplies costumes (as for a play or masquerade),manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q30185,"mayor, Mayor",5517,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10323481-n,"city manager, mayor",the head of a city government,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q386854,drummer,5499,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10056654-n,drummer,someone who plays a drum,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1162163,"director, chief, head",5494,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10034684-n,"director, manager, managing director",someone who controls resources and expenditures,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1906857,"mechanical engineer, mechanical engineers",5476,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10324317-n,mechanical engineer,a person trained to design and construct machines,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q266569,"animator, animation artist, cartoonist",5364,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09813991-n,animator,the technician who produces animated cartoons,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q18805,"naturalist, natural historian, natural scientist",5190,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10366245-n,"natural scientist, naturalist",a biologist knowledgeable about natural history (especially botany and zoology),manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q864380,biographer,5156,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09874839-n,biographer,someone who writes an account of a person's life,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q733786,"monk, monks",5115,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10131898-n,"monastic, monk",a male religious living in a cloister and devoting himself to contemplation and prayer and work,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q462390,"docent, lecturer, associate professor",5113,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10040532-n,docent,a teacher at some universities,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q805221,"ballet dancer, ballerina",5024,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09854087-n,ballet dancer,a trained dancer who is a member of a ballet company,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1326886,"electrical engineer, electrical engineers",4936,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10068825-n,electrical engineer,a person trained in practical applications of the theory of electricity,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1225716,ornithologist,4700,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10403913-n,"bird watcher, ornithologist",a zoologist who studies birds,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1056391,"head teacher, school principal, principal",4673,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10183826-n,"master, schoolmaster, headmaster",presiding officer of a school,manual_review_gf.csv,FALSE,FALSE,headmaster vs headteacher,
http://www.wikidata.org/entity/Q6606110,"industrialist, industrial",4628,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10223796-n,industrialist,someone who manages or has significant financial interest in an industrial enterprise,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q2259532,"cleric, clergywoman, clergyperson",4581,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09947594-n,"divine, churchman, cleric, ecclesiastic",a clergyman or other person in religious orders,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q432386,"preacher, homilist",4480,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10483744-n,"sermoniser, sermonizer, preacher, preacher man",someone whose occupation is preaching the gospel,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q957729,"photojournalist, photo-reporter, photo journalist",4348,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10446987-n,photojournalist,a journalist who presents a story primarily through the use of photographs,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q484876,"chief executive officer, CEO, CE",4198,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09935806-n,"CEO, chief executive officer, chief operating officer",the corporate executive responsible for the operations of the firm; reports to a board of directors; may appoint other managers (including a president),manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q12362622,"philanthropist, philantropist",4147,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10441701-n,"philanthropist, altruist",someone who makes charitable donations intended to increase human well-being,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q4594605,magistrate,4120,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10300642-n,magistrate,a lay judge or civil authority who administers the law (especially one who conducts a court dealing with minor offenses),manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1919436,"pediatrician, paediatrician, pediatrist",4063,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09848006-n,"baby doctor, paediatrician, pediatrician, pediatrist",a specialist in the care of babies,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q2251335,"school teacher, schoolteacher",4051,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10579780-n,"school teacher, schoolteacher",a teacher in a school below the college level,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q12800682,"saxophonist, saxophone player",4044,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10573671-n,"saxist, saxophonist",a musician who plays the saxophone,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1643514,"music arranger, arranger, musical arranger",4026,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10402936-n,"organiser, organizer, arranger",a person who brings order and organization to an enterprise; she was the organizer of the meeting,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q4164507,"art critic, art criticism",4008,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09830272-n,art critic,a critic of paintings,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q10866633,speed skater,3999,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10654247-n,"speed skater, speedskater",an ice-skater who races competitively; usually around an oval course,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q2640827,"gynaecologist, gynecologist, gynecologists",3953,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10173582-n,"gynaecologist, gynecologist, woman's doctor",a specialist in gynecology,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ1371378,ethnologist,3936,https://en-word.net/id/oewn-10085565-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q4205432,"ichthyologist, fish biologist",3880,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10216236-n,ichthyologist,a zoologist who studies fishes,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q27349,"dentist, dentists, odontist",3872,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10023944-n,"dental practitioner, dentist, tooth doctor",a person qualified to practice dentistry,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ783906,neurologist,3838,https://en-word.net/id/oewn-10373964-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1734662,cartographer,3829,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09917667-n,"cartographer, map maker",a person who makes maps,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ2487799,mycologist,3639,https://en-word.net/id/oewn-10362819-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q116,"monarch, king, queen regnant",3602,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10648006-n,"sovereign, crowned head, monarch",a nation's ruler or head of state usually by hereditary right,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ3126128,geneticist,3574,https://en-word.net/id/oewn-10145961-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q708492,"council member, city councillor, councilman",3490,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09964242-n,"council member, councillor",a member of a council,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q191808,"nun, woman religious, sister",3419,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10387708-n,nun,a woman religious,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q9149093,"mountaineer, alpinist, mountain climber",3417,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09805100-n,alpinist,a mountain climber who specializes in difficult climbs,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ5482740,"programmer, dev, developer",3398,https://en-word.net/id/oewn-10500853-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q3243461,collector,3302,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09956078-n,"collector, aggregator",a person who collects things,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ1900167,"psychotherapist, psycotherapist",3272,https://en-word.net/id/oewn-10509529-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q13382603,ski jumper,3268,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10624783-n,ski jumper,a skier who leaps through the air (especially on a ski jump),manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ1086863,"columnist, newspaper columnist, syndicated columnist",3197,https://en-word.net/id/oewn-09958612-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q2055046,physiologist,3190,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10449729-n,physiologist,a biologist specializing in physiology,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1731155,"orientalist, oriental scholar, orientalists",3185,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10403388-n,orientalist,a specialist in oriental subjects,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q8178443,"librettist, opera librettist",3145,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10277849-n,librettist,author of words to be set to music in an opera or operetta,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q3658608,"caricaturist, cartoonist",3106,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09915622-n,caricaturist,someone who parodies in an exaggerated manner,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q211423,goldsmith,3079,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10156135-n,"gold-worker, goldsmith, goldworker",an artisan who makes jewelry and other objects out of gold,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q48282,"student, pupil, students",2948,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10685137-n,"student, pupil, educatee",a learner who is enrolled in an educational institution,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1350157,"music critic, music reviewer",2947,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10359569-n,music critic,a critic of musical performances,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q3368718,pathologist,2906,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10030728-n,"diagnostician, pathologist",a doctor who specializes in medical diagnosis,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q846750,jockey,2899,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10242847-n,jockey,someone employed to ride horses in horse races,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ752129,"astrophysicist, astro-physicist",2895,https://en-word.net/id/oewn-09838696-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q12347522,"ethnographer, ethnographist",2891,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10085450-n,ethnographer,an anthropologist who does ethnography,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q2468727,"classical scholar, classicist, classics scholar",2875,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09945977-n,classicist,an artistic person who adheres to classicism,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q2500638,creator,2858,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09637345-n,creator,a person who grows or makes or invents things,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ6337803,neuroscientist,2850,https://en-word.net/id/oewn-10374279-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1229025,typographer,2830,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09969425-n,"setter, typesetter, typographer, compositor",one who sets written material into type,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ3578589,"environmentalist, conservationist, environmental activist",2786,https://en-word.net/id/oewn-10080429-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q2114605,pharmacologist,2752,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10441498-n,"pharmaceutical chemist, pharmacologist",someone trained in the science of drugs (their composition and uses and effects),manual_review_gf.csv,TRUE,FALSE,,
