SSID 1,Lemmas 1,SSID 2,Lemmas 2,Accept
11866556-n,"Echinocereus, genus Echinocereus",11866781-n,hedgehog cereus,FALSE
11866556-n,"Echinocereus, genus Echinocereus",11866894-n,rainbow cactus,FALSE
11867051-n,genus Epiphyllum,11867234-n,"epiphyllum, orchid cactus",TRUE
11867439-n,"Ferocactus, genus Ferocactus",11867638-n,barrel cactus,TRUE
11868722-n,"Hylocereus, genus Hylocereus",11868948-n,night-blooming cereus,TRUE
11870135-n,genus Mammillaria,11870340-n,mammillaria,TRUE
11871864-n,"Opuntia, genus Opuntia",11872047-n,"prickly pear, prickly pear cactus",TRUE
11873283-n,"Rhipsalis, genus Rhipsalis",11873548-n,mistletoe cactus,TRUE
11874113-n,"Selenicereus, genus Selenicereus",11874282-n,night-blooming cereus,TRUE
11875591-n,"Phytolacca, genus Phytolacca",11875743-n,pokeweed,TRUE
11877997-n,genus Portulaca,11878165-n,portulaca,TRUE
11878875-n,"Calandrinia, genus Calandrinia",11879172-n,rock purslane,TRUE
11885375-n,"Capparis, genus Capparis",11885540-n,caper,TRUE
11886547-n,"genus Cleome, Cleome",11886717-n,"spiderflower, cleome",TRUE
11890359-n,"Aethionema, genus Aethionema",11890513-n,"stonecress, stone cress",TRUE
11891076-n,"Alyssum, genus Alyssum",11891216-n,"alyssum, madwort",TRUE
11892385-n,"Arabis, genus Arabis",11892615-n,"rock cress, rockcress",FALSE
11892385-n,"Arabis, genus Arabis",11892793-n,"sicklepod, Arabis Canadensis",FALSE
11893865-n,"Barbarea, genus Barbarea",11894081-n,"winter cress, St. Barbara's herb, scurvy grass",TRUE
11895569-n,"Brassica, genus Brassica",11897272-n,"broccoli, Brassica oleracea italica",FALSE
11895569-n,"Brassica, genus Brassica",11897445-n,"kale, kail, cole, borecole, colewort, Brassica oleracea acephala",FALSE
11895569-n,"Brassica, genus Brassica",11897752-n,"kohlrabi, Brassica oleracea gongylodes",FALSE
11895569-n,"Brassica, genus Brassica",11898570-n,"broccoli raab, broccoli rabe, Brassica rapa ruvo",FALSE
11895569-n,"Brassica, genus Brassica",11898752-n,mustard,FALSE
11895569-n,"Brassica, genus Brassica",11899523-n,"bok choy, bok choi, pakchoi, pak choi, Chinese white cabbage, Brassica rapa chinensis",FALSE
11901895-n,"Cardamine, genus Cardamine",11902211-n,"bittercress, bitter cress",TRUE
11903606-n,"Cheiranthus, genus Cheiranthus",11904097-n,prairie rocket,TRUE
11906166-n,genus Draba,11906325-n,draba,TRUE
11907257-n,"Erysimum, genus Erysimum",11907588-n,wallflower,FALSE
11907257-n,"Erysimum, genus Erysimum",11907779-n,prairie rocket,FALSE
11908740-n,genus Heliophila,11908893-n,heliophila,TRUE
11909942-n,"Iberis, genus Iberis",11910088-n,candytuft,TRUE
11910316-n,"Isatis, genus Isatis",11910491-n,woad,TRUE
11911192-n,"Lesquerella, genus Lesquerella",11911353-n,bladderpod,TRUE
11912929-n,"Matthiola, genus Matthiola",11913106-n,"stock, gillyflower",TRUE
11913920-n,"Physaria, genus Physaria",11914109-n,bladderpod,TRUE
11914642-n,"Raphanus, genus Raphanus",11914796-n,"radish plant, radish",TRUE
11918943-n,"Thlaspi, genus Thlaspi",11919108-n,pennycress,TRUE
11919496-n,"Thysanocarpus, genus Thysanocarpus",11919692-n,"fringepod, lacepod",TRUE
11920064-n,"Vesicaria, genus Vesicaria",11920231-n,bladderpod,TRUE
11923064-n,genus Argemone,11923178-n,"prickly poppy, argemone, white thistle, devil's fig",TRUE
11924350-n,"Corydalis, genus Corydalis",11924578-n,corydalis,TRUE
11925365-n,"Dendromecon, genus Dendromecon",11925504-n,"bush poppy, tree poppy",TRUE
12055533-n,genus Loasa,12055682-n,loasa,TRUE
12193232-n,"Abutilon, genus Abutilon",12193423-n,flowering maple,TRUE
12193924-n,"Alcea, genus Alcea",12194181-n,hollyhock,TRUE
12194641-n,genus Althaea,12194828-n,"althea, althaea, hollyhock",TRUE
12195259-n,"Callirhoe, genus Callirhoe",12195443-n,poppy mallow,TRUE
12196314-n,"Gossypium, genus Gossypium",12196466-n,"cotton, cotton plant",TRUE
12198109-n,genus Hibiscus,12198361-n,hibiscus,TRUE
12202368-n,"Kosteletzya, genus Kosteletzya",12202566-n,seashore mallow,TRUE
12204433-n,"Malvaviscus, genus Malvaviscus",12204612-n,"waxmallow, wax mallow, sleeping hibiscus",TRUE
12205241-n,genus Pavonia,12205429-n,pavonia,TRUE
12207967-n,"Sphaeralcea, genus Sphaeralcea",12208180-n,"globe mallow, false mallow",TRUE
12215703-n,genus Sterculia,12215908-n,sterculia,TRUE
12216482-n,"Brachychiton, genus Brachychiton",12216646-n,"bottle-tree, bottle tree",TRUE
12218282-n,genus Dombeya,12218418-n,dombeya,TRUE
12219547-n,"Helicteres, genus Helicteres",12219783-n,screw tree,TRUE
12223229-n,"Tilia, genus Tilia",12223453-n,"linden, linden tree, basswood, lime, lime tree",TRUE
12225063-n,"Corchorus, genus Corchorus",12225247-n,corchorus,TRUE
12247737-n,genus Erica,12247937-n,"erica, true heath",TRUE
12249799-n,genus Andromeda,12249960-n,andromeda,TRUE
12250663-n,genus Arbutus,12250864-n,arbutus,TRUE
12251548-n,"Arctostaphylos, genus Arctostaphylos",12251709-n,bearberry,TRUE
12251548-n,"Arctostaphylos, genus Arctostaphylos",12252435-n,manzanita,TRUE
12253611-n,genus Bryanthus,12253766-n,bryanthus,TRUE
12256880-n,"Gaylussacia, genus Gaylussacia",12257063-n,huckleberry,TRUE
12257867-n,genus Kalmia,12258003-n,kalmia,TRUE
12258823-n,"Ledum, genus Ledum",12259273-n,"trapper's tea, glandular Labrador tea",TRUE
12259975-n,genus Leucothoe,12260164-n,leucothoe,TRUE
12264444-n,genus Rhododendron,12264670-n,rhododendron,TRUE
12265584-n,"subgenus Azalea, Azaleastrum, subgenus Azaleastrum",12265836-n,azalea,TRUE
12265989-n,"Vaccinium, genus Vaccinium",12266212-n,cranberry,FALSE
12265989-n,"Vaccinium, genus Vaccinium",12266749-n,"blueberry, blueberry bush",FALSE
12271391-n,genus Diapensia,12271518-n,diapensia,TRUE
12272514-n,genus Shortia,12272685-n,shortia,TRUE
12273600-n,genus Epacris,12273746-n,epacris,TRUE
12276451-n,genus Pyrola,12276629-n,"wintergreen, pyrola",TRUE
12277860-n,"Chimaphila, genus Chimaphila",12278087-n,"pipsissewa, prince's pine",TRUE
12380469-n,genus Begonia,12380625-n,begonia,TRUE
12383627-n,genus Dillenia,12383818-n,dillenia,TRUE
12384097-n,"Hibbertia, genus Hibbertia",12384285-n,"guinea gold vine, guinea flower",TRUE
12384896-n,"Calophyllum, genus Calophyllum",12385121-n,poon,TRUE
12386187-n,genus Clusia,12386417-n,clusia,TRUE
12387823-n,"Hypericum, genus Hypericum",12388128-n,St John's wort,TRUE
12394755-n,"Cistus, genus Cistus",12394935-n,"rockrose, rock rose",TRUE
12395811-n,genus Helianthemum,12396035-n,"helianthemum, sunrose, sun rose",TRUE
12403773-n,"Passiflora, genus Passiflora",12403919-n,"passionflower, passionflower vine",TRUE
12405736-n,genus Reseda,12405946-n,reseda,TRUE
12406780-n,"Tamarix, genus Tamarix",12406979-n,tamarisk,TRUE
12407995-n,"Viola, genus Viola",12408150-n,viola,TRUE
12760355-n,"Phoradendron, genus Phoradendron",12760561-n,"mistletoe, false mistletoe",TRUE
12949997-n,genus Camellia,12950163-n,"camellia, camelia",TRUE
11936737-n,genus Achillea,11936936-n,achillea,TRUE
11938600-n,genus Ageratum,11938755-n,ageratum,TRUE
11939495-n,genus Ambrosia,11939916-n,"ragweed, ambrosia, bitterweed",TRUE
11940813-n,genus Ammobium,11940967-n,ammobium,TRUE
11942091-n,genus Andryala,11942261-n,andryala,TRUE
11944799-n,"Arctium, genus Arctium",11944914-n,"burdock, clotbur",TRUE
11947109-n,genus Arnica,11947302-n,arnica,TRUE
11948370-n,genus Artemisia,11948821-n,artemisia,TRUE
11948370-n,genus Artemisia,11949327-n,mugwort,TRUE
11952225-n,genus Aster,11952387-n,aster,TRUE
11959446-n,"Balsamorhiza, genus Balsamorhiza",11959649-n,balsamroot,TRUE
11959849-n,"Bellis, genus Bellis",11959960-n,daisy,TRUE
11960356-n,"Bidens, genus Bidens",11960475-n,"bur marigold, burr marigold, beggar-ticks, beggar's-ticks, sticktight",TRUE
11961730-n,"Boltonia, genus Boltonia",11961947-n,false chamomile,TRUE
11962835-n,"Buphthalmum, genus Buphthalmum",11962956-n,oxeye,TRUE
11963768-n,genus Calendula,11963876-n,calendula,TRUE
11965697-n,"Carlina, genus Carlina",11965836-n,carline thistle,TRUE
11967053-n,genus Catananche,11967196-n,catananche,TRUE
11967548-n,"Centaurea, genus Centaurea",11967720-n,centaury,TRUE
11970176-n,genus Chaenactis,11970326-n,chaenactis,TRUE
11970497-n,genus Chrysanthemum,11971521-n,"chop-suey greens, tong ho, shun giku, Chrysanthemum coronarium spatiosum",TRUE
11971854-n,"Chrysopsis, genus Chrysopsis",11971980-n,golden aster,TRUE
11972622-n,"Chrysothamnus, genus Chrysothamnus",11972815-n,goldenbush,TRUE
11974231-n,"Cirsium, genus Cirsium",11974353-n,"plume thistle, plumed thistle",TRUE
11977140-n,genus Coreopsis,11977319-n,"coreopsis, tickseed, tickweed, tick-weed",TRUE
11978381-n,genus Cosmos,11978549-n,"cosmos, cosmea",TRUE
11979211-n,"Craspedia, genus Craspedia",11979357-n,billy buttons,TRUE
11979573-n,"Crepis, genus Crepis",11979728-n,"hawk's-beard, hawk's-beards",TRUE
11981735-n,"Dimorphotheca, genus Dimorphotheca",11981915-n,"cape marigold, sun marigold, star of the veldt",TRUE
11982155-n,"Doronicum, genus Doronicum",11982340-n,"leopard's-bane, leopardbane",TRUE
11982577-n,"Echinacea, genus Echinacea",11982741-n,coneflower,TRUE
11982969-n,"Echinops, genus Echinops",11983136-n,globe thistle,TRUE
11983322-n,"Elephantopus, genus Elephantopus",11983463-n,elephant's-foot,TRUE
11985157-n,genus Engelmannia,11985317-n,engelmannia,TRUE
11985847-n,"Erigeron, genus Erigeron",11986096-n,fleabane,TRUE
11988041-n,"Eriophyllum, genus Eriophyllum",11988213-n,woolly sunflower,TRUE
11990446-n,genus Filago,11990570-n,"cotton rose, cudweed, filago",TRUE
11990898-n,genus Gaillardia,11991055-n,gaillardia,TRUE
11991563-n,genus Gazania,11991717-n,gazania,TRUE
11993038-n,"Gnaphalium, genus Gnaphalium",11993228-n,cudweed,TRUE
11993628-n,"Grindelia, genus Grindelia",11993810-n,"gumweed, gum plant, tarweed, rosinweed",TRUE
11994357-n,"Gutierrezia, genus Gutierrezia",11994595-n,"matchweed, matchbush",TRUE
11996322-n,"Haplopappus, genus Haplopappus",11996639-n,goldenbush,TRUE
11997594-n,"Helenium, genus Helenium",11997772-n,sneezeweed,TRUE
11998504-n,genus Helianthus,11998702-n,"sunflower, helianthus",TRUE
12001046-n,genus Heliopsis,12001151-n,"heliopsis, oxeye",TRUE
12001336-n,"Helipterum, genus Helipterum",12001661-n,strawflower,TRUE
12002286-n,"Hieracium, genus Hieracium",12002584-n,hawkweed,TRUE
12004866-n,genus Inula,12005011-n,inula,TRUE
12005323-n,genus Iva,12005522-n,"marsh elder, iva",TRUE
12006055-n,genus Krigia,12006208-n,krigia,TRUE
12006560-n,"Lactuca, genus Lactuca",12006775-n,lettuce,TRUE
12006560-n,"Lactuca, genus Lactuca",12007198-n,"cos lettuce, romaine lettuce, Lactuca sativa longifolia",FALSE
12006560-n,"Lactuca, genus Lactuca",12007369-n,"head lettuce, Lactuca sativa capitata",FALSE
12009243-n,"Leontodon, genus Leontodon",12009362-n,hawkbit,TRUE
12011549-n,"Liatris, genus Liatris",12011732-n,"blazing star, button snakeroot, gayfeather, gay-feather, snakeroot",TRUE
12012462-n,"Ligularia, genus Ligularia",12012635-n,leopard plant,TRUE
12014401-n,"Madia, genus Madia",12014619-n,tarweed,TRUE
12016959-n,genus Mutisia,12017146-n,mutisia,TRUE
12017261-n,"Nabalus, genus Nabalus",12017501-n,rattlesnake root,TRUE
12018244-n,"Olearia, genus Olearia",12018438-n,"daisybush, daisy-bush, daisy bush",TRUE
12019609-n,genus Othonna,12019747-n,othonna,TRUE
12020427-n,"Packera, genus Packera",12020660-n,butterweed,TRUE
12023876-n,"Pilosella, genus Pilosella",12024165-n,hawkweed,TRUE
12024779-n,"Piqueria, genus Piqueria",12025016-n,stevia,TRUE
12026972-n,"Ratibida, genus Ratibida",12027235-n,coneflower,TRUE
12028486-n,"Rudbeckia, genus Rudbeckia",12028721-n,coneflower,TRUE
12028486-n,"Rudbeckia, genus Rudbeckia",12029516-n,"golden glow, double gold, hortensia, Rudbeckia laciniata hortensia",TRUE
12030927-n,"Scolymus, genus Scolymus",12031097-n,golden thistle,TRUE
12033792-n,"Sericocarpus, genus Sericocarpus",12033980-n,white-topped aster,TRUE
12036309-n,"Solidago, genus Solidago",12036428-n,goldenrod,TRUE
12039109-n,"Sonchus, genus Sonchus",12039229-n,"sow thistle, milk thistle",TRUE
12040144-n,genus Stevia,12040296-n,stevia,TRUE
12040857-n,"Tageteste, genus Tagetes",12040976-n,marigold,TRUE
12044465-n,"Taraxacum, genus Taraxacum",12044645-n,"dandelion, blowball",TRUE
12050398-n,genus Ursinia,12050561-n,ursinia,TRUE
12050734-n,"Verbesina, genus Verbesina",12051123-n,"crownbeard, crown-beard, crown beard",TRUE
12052208-n,genus Vernonia,12052396-n,"ironweed, vernonia",TRUE
12053408-n,"Xanthium, genus Xanthium",12053608-n,"cocklebur, cockle-bur, cockleburr, cockle-burr",TRUE
12053779-n,genus Xeranthemum,12053973-n,xeranthemum,TRUE
12054408-n,genus Zinnia,12054610-n,"zinnia, old maid, old maid flower",TRUE
12682181-n,"Asperula, genus Asperula",12682299-n,woodruff,TRUE
12683415-n,"Coffea, genus Coffea",12683533-n,"coffee, coffee tree",TRUE
12684315-n,"genus Cinchona, genus Chinchona",12684565-n,"cinchona, chinchona",TRUE
12685658-n,"Galium, genus Galium",12685809-n,bedstraw,TRUE
12687363-n,genus Gardenia,12687529-n,gardenia,TRUE
12687940-n,genus Genipa,12688167-n,genipa,TRUE
12688578-n,genus Hamelia,12688725-n,hamelia,TRUE
12692290-n,genus Abelia,12692412-n,abelia,TRUE
12694516-n,"Lonicera, genus Lonicera",12694881-n,honeysuckle,TRUE
12698820-n,"Sambucus, genus Sambucus",12698985-n,"elder, elderberry bush",TRUE
12703025-n,"Dipsacus, genus Dipsacus",12703172-n,"teasel, teazel, teasle",TRUE
12704009-n,genus Scabiosa,12704168-n,"scabious, scabiosa",TRUE
12829993-n,genus Polemonium,12830125-n,polemonium,TRUE
12832881-n,genus Acanthus,12832995-n,acanthus,TRUE
12850569-n,genus Gesneria,12850735-n,gesneria,TRUE
12850840-n,genus Achimenes,12850982-n,"achimenes, hot water plant",TRUE
12851164-n,genus Aeschynanthus,12851328-n,aeschynanthus,TRUE
12852149-n,genus Columnea,12852295-n,columnea,TRUE
12852536-n,genus Episcia,12852692-n,episcia,TRUE
12853450-n,genus Kohleria,12853582-n,kohleria,TRUE
12854553-n,genus Streptocarpus,12854745-n,streptocarpus,TRUE
12855431-n,"Hydrophyllum, genus Hydrophyllum",12855558-n,waterleaf,TRUE
12856793-n,genus Nemophila,12856972-n,nemophila,TRUE
12857423-n,genus Phacelia,12857622-n,"scorpionweed, scorpion weed, phacelia",TRUE
12860599-n,"Agastache, genus Agastache",12860739-n,giant hyssop,TRUE
12861400-n,"Ajuga, genus Ajuga",12861509-n,"bugle, bugleweed",TRUE
12862865-n,"Blephilia, genus Blephilia",12863062-n,wood mint,TRUE
12863525-n,"Calamintha, genus Calamintha",12863647-n,calamint,TRUE
12865457-n,genus Coleus,12865699-n,"coleus, flame nettle",TRUE
12867306-n,genus Elsholtzia,12867450-n,elsholtzia,TRUE
12869630-n,"Lamium, genus Lamium",12869821-n,dead nettle,TRUE
12870357-n,"Lavandula, genus Lavandula",12870477-n,lavender,TRUE
12873486-n,genus Origanum,12873840-n,origanum,TRUE
12874661-n,"Marrubium, genus Marrubium",12874808-n,horehound,TRUE
12875685-n,"Mentha, genus Mentha",12875802-n,mint,TRUE
12878779-n,genus Monarda,12878910-n,"monarda, wild bergamot",TRUE
12881014-n,"Ocimum, genus Ocimum",12881125-n,basil,TRUE
12881602-n,"Perilla, genus Perilla",12881738-n,"beefsteak plant, Perilla frutescens crispa",TRUE
12881899-n,genus Phlomis,12882105-n,phlomis,TRUE
12882511-n,genus Physostegia,12882652-n,physostegia,TRUE
12883072-n,genus Plectranthus,12883272-n,plectranthus,TRUE
12884218-n,"Pycnanthemum, genus Pycnanthemum, Koellia, genus Koellia",12884384-n,mountain mint,TRUE
12885123-n,genus Salvia,12885305-n,"sage, salvia",TRUE
12887584-n,"Satureja, genus Satureja, Satureia, genus Satureia",12887728-n,savory,TRUE
12890008-n,"Teucrium, genus Teucrium",12890238-n,germander,TRUE
12891152-n,"Thymus, genus Thymus",12891295-n,thyme,TRUE
12891834-n,"Trichostema, genus Trichostema",12892032-n,blue curls,TRUE
12897444-n,"Scrophularia, genus Scrophularia",12897659-n,figwort,TRUE
12897801-n,"Antirrhinum, genus Antirrhinum",12898004-n,snapdragon,TRUE
12898779-n,"Besseya, genus Besseya",12898929-n,kitten-tails,TRUE
12900110-n,genus Calceolaria,12900287-n,"calceolaria, slipperwort",TRUE
12903351-n,genus Digitalis,12903539-n,"foxglove, digitalis",TRUE
12904155-n,genus Gerardia,12904388-n,gerardia,TRUE
12905283-n,"Penstemon, genus Penstemon",12906270-n,"red shrubby penstemon, redwood penstemon",TRUE
12909493-n,"Verbascum, genus Verbascum",12909666-n,"mullein, flannel leaf, velvet plant",TRUE
12910769-n,genus Veronica,12911025-n,"veronica, speedwell",TRUE
12913854-n,"Solanum, genus Solanum",12914223-n,nightshade,TRUE
12919388-n,genus Browallia,12919534-n,"bush violet, browallia",TRUE
12920908-n,"genus Capsicum, Capsicum",12921222-n,"capsicum, pepper, capsicum pepper plant",TRUE
12920908-n,"genus Capsicum, Capsicum",12921543-n,"cone pepper, Capsicum annuum conoides",FALSE
12920908-n,"genus Capsicum, Capsicum",12921747-n,"cayenne, cayenne pepper, chili pepper, chilli pepper, long pepper, jalapeno, Capsicum annuum longum",FALSE
12920908-n,"genus Capsicum, Capsicum",12922024-n,"sweet pepper, bell pepper, pimento, pimiento, paprika, sweet pepper plant, Capsicum annuum grossum",FALSE
12920908-n,"genus Capsicum, Capsicum",12922325-n,"cherry pepper, Capsicum annuum cerasiforme",FALSE
12923647-n,"Cyphomandra, genus Cyphomandra",12923774-n,"tree tomato, tamarillo",TRUE
12924010-n,"Datura, genus Datura",12924127-n,thorn apple,TRUE
12925480-n,"Lycium, genus Lycium",12925698-n,"matrimony vine, boxthorn",TRUE
12926415-n,"Lycopersicon, genus Lycopersicon, Lycopersicum, genus Lycopersicum",12926781-n,"cherry tomato, Lycopersicon esculentum cerasiforme",FALSE
12928047-n,"Nicotiana, genus Nicotiana",12928225-n,"tobacco, tobacco plant",TRUE
12929192-n,genus Nierembergia,12929405-n,"cupflower, nierembergia",TRUE
12930012-n,"genus Petunia, Petunia",12930181-n,petunia,TRUE
12930901-n,"Physalis, genus Physalis",12931045-n,"ground cherry, husk tomato",TRUE
12933258-n,genus Salpiglossis,12933430-n,salpiglossis,TRUE
12933764-n,genus Schizanthus,12933904-n,"butterfly flower, poor man's orchid, schizanthus",TRUE
12935491-n,genus Verbena,12935683-n,"verbena, vervain",TRUE
12935491-n,genus Verbena,12935900-n,lantana,FALSE
12970715-n,"Valeriana, genus Valeriana",12970886-n,valerian,TRUE
12971261-n,"Valerianella, genus Valerianella",12971429-n,corn salad,TRUE
11771324-n,genus Melilotus,11771458-n,"melilotus, melilot, sweet clover",TRUE
11772067-n,"Swainsona, genus Swainsona",11772234-n,"darling pea, poison bush",TRUE
11772873-n,"Trifolium, genus Trifolium",11773047-n,"clover, trefoil",TRUE
11775102-n,genus Mimosa,11775362-n,mimosa,TRUE
11776163-n,genus Acacia,11776561-n,acacia,TRUE
11776163-n,genus Acacia,11776798-n,"shittah, shittah tree",FALSE
11779518-n,"genus Albizia, genus Albizzia",11779693-n,"albizzia, albizia",TRUE
11781029-n,genus Calliandra,11781254-n,calliandra,TRUE
11781953-n,genus Inga,11782119-n,inga,TRUE
11783942-n,"Parkia, genus Parkia",11784094-n,nitta tree,TRUE
11785568-n,"Prosopis, genus Prosopis",11785746-n,"mesquite, mesquit",TRUE
11817485-n,genus Aralia,11817790-n,aralia,TRUE
12361929-n,"Circaea, genus Circaea",12362059-n,enchanter's nightshade,TRUE
12362560-n,"Epilobium, genus Epilobium",12362816-n,willowherb,TRUE
12370433-n,"Rhexia, genus Rhexia",12370549-n,"deer grass, meadow beauty",TRUE
