Taxon,Name,Definition,OEWN,Taxon,Name,Definition,Wikidata QID,Type,Accept,Notes
genus,Armoracia,horseradish,https://en-word.net/id/oewn-11893319-n,genus,Armoracia,genus of plants,https://www.wikidata.org/entity/Q162888,Exact,TRUE,
genus,Barbarea,biennial or perennial herbs of north temperate regions: winter cress,https://en-word.net/id/oewn-11893865-n,genus,Barbarea,genus of plants in the family Brassicaceae,https://www.wikidata.org/entity/Q157614,Conflict,TRUE,
genus,Barbarea,biennial or perennial herbs of north temperate regions: winter cress,https://en-word.net/id/oewn-11893865-n,genus,Barbarea,genus of plants,https://www.wikidata.org/entity/Q111598916,Conflict,FALSE,secondary
genus,Berteroa,hoary alyssum,https://en-word.net/id/oewn-11894769-n,genus,Berteroa,genus of plants,https://www.wikidata.org/entity/Q159044,Exact,TRUE,
genus,Biscutella,genus of Eurasian herbs and small shrubs: buckler mustard,https://en-word.net/id/oewn-11895176-n,genus,Biscutella,genus of plants,https://www.wikidata.org/entity/Q599498,Exact,TRUE,
genus,Brassica,"mustards: cabbages, cauliflowers, turnips, etc.",https://en-word.net/id/oewn-11895569-n,genus,Brassica,genus of plants,https://www.wikidata.org/entity/Q58677,Exact,TRUE,
genus,Cakile,small genus of succulent annual herbs found on sandy shores of North America and Europe,https://en-word.net/id/oewn-11900687-n,genus,Cakile,genus of plants,https://www.wikidata.org/entity/Q158349,Exact,TRUE,
genus,Camelina,annual and biennial herbs of Mediterranean to central Asia,https://en-word.net/id/oewn-11901079-n,genus,Camelina,genus of plants,https://www.wikidata.org/entity/Q163520,Exact,TRUE,
genus,Capsella,shepherd's purse,https://en-word.net/id/oewn-11901532-n,genus,Capsella,genus of molluscs,https://www.wikidata.org/entity/Q5036339,Conflict,FALSE,
genus,Capsella,shepherd's purse,https://en-word.net/id/oewn-11901532-n,genus,Capsella,genus of plants,https://www.wikidata.org/entity/Q157786,Conflict,TRUE,
genus,Cardamine,"bittercress, bitter cress",https://en-word.net/id/oewn-11901895-n,genus,Cardamine,genus of plants,https://www.wikidata.org/entity/Q147299,Exact,TRUE,
genus,Dentaria,usually included in genus Cardamine; in some classifications considered a separate genus,https://en-word.net/id/oewn-11902032-n,genus,Dentaria,genus of plants,https://www.wikidata.org/entity/Q9397832,Exact,TRUE,
genus,Cheiranthus,Old World perennial plants grown for their showy flowers,https://en-word.net/id/oewn-11903606-n,genus,Cheiranthus,genus of plants,https://www.wikidata.org/entity/Q11913648,Exact,TRUE,
genus,Cochlearia,"a genus of the family Cruciferae, commonly known as scurvy-grass (Cochlearia)",https://en-word.net/id/oewn-11904268-n,genus,Cochlearia,genus of plants,https://www.wikidata.org/entity/Q162611,Exact,TRUE,
genus,Crambe,annual or perennial herbs with large leaves that resemble the leaves of cabbages,https://en-word.net/id/oewn-11904667-n,genus,Crambe,genus of sponges,https://www.wikidata.org/entity/Q21804588,Conflict,FALSE,
genus,Crambe,annual or perennial herbs with large leaves that resemble the leaves of cabbages,https://en-word.net/id/oewn-11904667-n,genus,Crambe,genus of plants,https://www.wikidata.org/entity/Q162902,Conflict,TRUE,
genus,Descurainia,includes annual or biennial herbs of America and Europe very similar to and often included among those of genera Sisymbrium or Hugueninia; not recognized in some classification systems,https://en-word.net/id/oewn-11905136-n,genus,Descurainia,genus of plants,https://www.wikidata.org/entity/Q162770,Exact,TRUE,
genus,Diplotaxis,wall rocket,https://en-word.net/id/oewn-11905617-n,genus,Diplotaxis,genus of plants,https://www.wikidata.org/entity/Q158032,Conflict,TRUE,
genus,Diplotaxis,wall rocket,https://en-word.net/id/oewn-11905617-n,genus,Diplotaxis,genus of insects,https://www.wikidata.org/entity/Q5279998,Conflict,FALSE,
genus,Draba,large genus of low tufted herbs of temperate and Arctic regions,https://en-word.net/id/oewn-11906166-n,genus,Draba,genus of plants,https://www.wikidata.org/entity/Q157381,Exact,TRUE,
genus,Eruca,annual to perennial herbs of the Mediterranean region,https://en-word.net/id/oewn-11906849-n,genus,Eruca,genus of Polychaeta,https://www.wikidata.org/entity/Q32822280,Conflict,FALSE,
genus,Eruca,annual to perennial herbs of the Mediterranean region,https://en-word.net/id/oewn-11906849-n,genus,Eruca,genus of plants,https://www.wikidata.org/entity/Q162865,Conflict,TRUE,
genus,Eruca,annual to perennial herbs of the Mediterranean region,https://en-word.net/id/oewn-11906849-n,genus,Eruca,genus of insects,https://www.wikidata.org/entity/Q21439438,Conflict,FALSE,
genus,Erysimum,large genus of annual or perennial herbs some grown for their flowers and some for their attractive evergreen leaves; Old World and North America,https://en-word.net/id/oewn-11907257-n,genus,Erysimum,genus of plants,https://www.wikidata.org/entity/Q165206,Exact,TRUE,
genus,Heliophila,genus of South African flowering herbs and subshrubs,https://en-word.net/id/oewn-11908740-n,genus,Heliophila,genus of plants,https://www.wikidata.org/entity/Q955407,Exact,TRUE,
genus,Hesperis,biennial or perennial erect herbs having nocturnally fragrant flowers,https://en-word.net/id/oewn-11909090-n,genus,Hesperis,genus of plants,https://www.wikidata.org/entity/Q3303714,Exact,TRUE,
genus,Hugueninia,one species: tansy-leaved rocket,https://en-word.net/id/oewn-11909547-n,genus,Hugueninia,"rejected name, use Descurainia",https://www.wikidata.org/entity/Q3767758,Conflict,TRUE,
genus,Hugueninia,one species: tansy-leaved rocket,https://en-word.net/id/oewn-11909547-n,genus,Hugueninia,later homonym (do not use),https://www.wikidata.org/entity/Q10526932,Conflict,FALSE,secondary
genus,Iberis,candytuft (Iberis),https://en-word.net/id/oewn-11909942-n,genus,Iberis,genus of plants,https://www.wikidata.org/entity/Q158380,Exact,TRUE,
genus,Isatis,Old World genus of annual to perennial herbs: woad,https://en-word.net/id/oewn-11910316-n,genus,Isatis,genus of plants,https://www.wikidata.org/entity/Q157382,Exact,TRUE,
genus,Lepidium,cosmopolitan genus of annual and biennial and perennial herbs: cress,https://en-word.net/id/oewn-11910798-n,genus,Lepidium,genus of plants,https://www.wikidata.org/entity/Q146217,Exact,TRUE,
genus,Lesquerella,genus of low-growing hairy herbs: bladderpods,https://en-word.net/id/oewn-11911192-n,genus,Lesquerella,genus of plants,https://www.wikidata.org/entity/Q2713145,Conflict,TRUE,
genus,Lesquerella,genus of low-growing hairy herbs: bladderpods,https://en-word.net/id/oewn-11911192-n,genus,Lesquerella,genus of protists,https://www.wikidata.org/entity/Q25368166,Conflict,FALSE,
genus,Lobularia,sweet alyssum,https://en-word.net/id/oewn-11911519-n,genus,Lobularia,genus of cnidarians,https://www.wikidata.org/entity/Q16984779,Conflict,FALSE,
genus,Lobularia,sweet alyssum,https://en-word.net/id/oewn-11911519-n,genus,Lobularia,genus of plants,https://www.wikidata.org/entity/Q2593152,Conflict,TRUE,
genus,Lobularia,sweet alyssum,https://en-word.net/id/oewn-11911519-n,genus,Lobularia,later homonym,https://www.wikidata.org/entity/Q6663897,Conflict,FALSE,secondary
genus,Lunaria,small genus of European herbs: honesty,https://en-word.net/id/oewn-11911864-n,genus,Lunaria,genus of plants,https://www.wikidata.org/entity/Q842030,Conflict,TRUE,
genus,Lunaria,small genus of European herbs: honesty,https://en-word.net/id/oewn-11911864-n,genus,Lunaria,"genus of plants, synonym of Botrychium",https://www.wikidata.org/entity/Q108194152,Conflict,FALSE,
genus,Malcolmia,genus of plants usually found in coastal habitats; Mediterranean to Afghanistan,https://en-word.net/id/oewn-11912307-n,genus,Malcolmia,genus of plants,https://www.wikidata.org/entity/Q2914608,Exact,TRUE,
genus,Matthiola,genus of Old World plants grown as ornamentals,https://en-word.net/id/oewn-11912929-n,genus,Matthiola,genus of plants,https://www.wikidata.org/entity/Q27961,Exact,TRUE,
genus,Nasturtium,a genus of seven plant species in the family Brassicaceae (Nasturtium),https://en-word.net/id/oewn-11913473-n,genus,Nasturtium,genus of plants,https://www.wikidata.org/entity/Q161068,Exact,TRUE,
genus,Physaria,small genus of western North American herbs similar to Lesquerella: bladderpods,https://en-word.net/id/oewn-11913920-n,genus,Physaria,genus of plants,https://www.wikidata.org/entity/Q945619,Exact,TRUE,
genus,Pritzelago,chamois cress,https://en-word.net/id/oewn-11914277-n,genus,Pritzelago,genus of plants,https://www.wikidata.org/entity/Q163436,Exact,TRUE,
genus,Raphanus,radish,https://en-word.net/id/oewn-11914642-n,genus,Raphanus,genus of plants,https://www.wikidata.org/entity/Q165507,Exact,TRUE,
genus,Rorippa,annual and perennial herbs of damp habitats; cosmopolitan except Antarctica,https://en-word.net/id/oewn-11915739-n,genus,Rorippa,genus of plants,https://www.wikidata.org/entity/Q1432188,Exact,TRUE,
genus,Schizopetalon,small genus of South American herbs grown for its flowers,https://en-word.net/id/oewn-11916449-n,genus,Schizopetalon,genus of plants,https://www.wikidata.org/entity/Q7431603,Exact,TRUE,
genus,Sinapis,small genus of Old World herbs usually included in genus Brassica,https://en-word.net/id/oewn-11916834-n,genus,Sinapis,genus of plants,https://www.wikidata.org/entity/Q150072,Exact,TRUE,
genus,Sisymbrium,genus of Old World annual or biennial or perennial herbs with racemose flowers; many are considered to be weeds,https://en-word.net/id/oewn-11917373-n,genus,Sisymbrium,genus of plants,https://www.wikidata.org/entity/Q158183,Exact,TRUE,
genus,Stanleya,prince's plume,https://en-word.net/id/oewn-11917811-n,genus,Stanleya,genus of plants,https://www.wikidata.org/entity/Q2708462,Conflict,TRUE,
genus,Stanleya,prince's plume,https://en-word.net/id/oewn-11917811-n,genus,Stanleya,genus of molluscs,https://www.wikidata.org/entity/Q27954962,Conflict,FALSE,
genus,Stephanomeria,malheur wire lettuce,https://en-word.net/id/oewn-11918229-n,genus,Stephanomeria,genus of plants,https://www.wikidata.org/entity/Q5392954,Exact,TRUE,
genus,Subularia,small genus of herbs of north temperate regions and mountains of tropical Africa,https://en-word.net/id/oewn-11918548-n,genus,Subularia,,https://www.wikidata.org/entity/Q107283368,Conflict,FALSE,
genus,Subularia,small genus of herbs of north temperate regions and mountains of tropical Africa,https://en-word.net/id/oewn-11918548-n,genus,Subularia,genus of plants,https://www.wikidata.org/entity/Q159790,Conflict,TRUE,
genus,Thlaspi,herbs of temperate regions: pennycress,https://en-word.net/id/oewn-11918943-n,genus,Thlaspi,genus of plants,https://www.wikidata.org/entity/Q1133524,Exact,TRUE,
genus,Thysanocarpus,small genus of herbs of upland regions of the Pacific coast of North America,https://en-word.net/id/oewn-11919496-n,genus,Thysanocarpus,genus of plants,https://www.wikidata.org/entity/Q4274047,Exact,TRUE,
genus,Turritis,closely related to and often included in genus Arabis,https://en-word.net/id/oewn-11919901-n,genus,Turritis,genus of plants,https://www.wikidata.org/entity/Q5734076,Exact,TRUE,
genus,Vesicaria,small genus of chiefly Mediterranean herbs: bladderpods,https://en-word.net/id/oewn-11920064-n,genus,Vesicaria,genus of plants,https://www.wikidata.org/entity/Q15985041,Exact,TRUE,
family,Papaveraceae,herbs or shrubs having milky and often colored juices and capsular fruits,https://en-word.net/id/oewn-11920527-n,family,Papaveraceae,family of plants,https://www.wikidata.org/entity/Q144723,Exact,TRUE,
genus,Papaver,type genus of the Papaveraceae; chiefly bristly hairy herbs with usually showy flowers,https://en-word.net/id/oewn-11921455-n,genus,Papaver,genus of plants,https://www.wikidata.org/entity/Q146391,Exact,TRUE,
genus,Argemone,prickly poppies,https://en-word.net/id/oewn-11923064-n,genus,Argemone,genus of plants,https://www.wikidata.org/entity/Q1783190,Exact,TRUE,
genus,Bocconia,tropical American trees or shrubs closely related to genus Macleaya,https://en-word.net/id/oewn-11923636-n,genus,Bocconia,genus of plants,https://www.wikidata.org/entity/Q1974044,Exact,TRUE,
genus,Chelidonium,one species: greater celandine,https://en-word.net/id/oewn-11923994-n,genus,Chelidonium,genus of insects,https://www.wikidata.org/entity/Q18240811,Conflict,FALSE,
genus,Chelidonium,one species: greater celandine,https://en-word.net/id/oewn-11923994-n,genus,Chelidonium,genus of plants,https://www.wikidata.org/entity/Q12723971,Conflict,TRUE,
genus,Corydalus,type genus of the Corydalidae,https://en-word.net/id/oewn-02268512-n,genus,Corydalus,genus of insects,https://www.wikidata.org/entity/Q2855958,Conflict,FALSE,
genus,Corydalis,type genus of the Corydalidae,https://en-word.net/id/oewn-02268512-n,genus,Corydalis,genus of plants,https://www.wikidata.org/entity/Q159568,Conflict,TRUE,
genus,Dendromecon,one species: bush poppy,https://en-word.net/id/oewn-11925365-n,genus,Dendromecon,genus of plants,https://www.wikidata.org/entity/Q2220854,Exact,TRUE,
genus,Eschscholtzia,showy herbs of western North America,https://en-word.net/id/oewn-11925705-n,genus,Eschscholtzia,genus of ctenophores,https://www.wikidata.org/entity/Q18603090,Conflict,TRUE,
genus,Eschscholtzia,showy herbs of western North America,https://en-word.net/id/oewn-11925705-n,genus,Eschscholtzia,,https://www.wikidata.org/entity/Q87215449,Conflict,FALSE,secondary
genus,Glaucium,herbs of Europe and North Africa and Asia: horned poppy,https://en-word.net/id/oewn-11926053-n,genus,Glaucium,genus of plants,https://www.wikidata.org/entity/Q158826,Conflict,TRUE,
genus,Glaucium,herbs of Europe and North Africa and Asia: horned poppy,https://en-word.net/id/oewn-11926053-n,genus,Glaucium,genus of insects,https://www.wikidata.org/entity/Q21440281,Conflict,FALSE,
genus,Macleaya,a perennial herb of eastern Asia: plume poppy,https://en-word.net/id/oewn-11926828-n,genus,Macleaya,genus of insects,https://www.wikidata.org/entity/Q29589501,Conflict,FALSE,
genus,Macleaya,a perennial herb of eastern Asia: plume poppy,https://en-word.net/id/oewn-11926828-n,genus,Macleaya,genus of plants,https://www.wikidata.org/entity/Q2697922,Conflict,TRUE,
genus,Meconopsis,herbs almost entirely of mountains of China and Tibet; often monocarpic,https://en-word.net/id/oewn-11927182-n,genus,Meconopsis,genus of plants,https://www.wikidata.org/entity/Q1414316,Exact,TRUE,
genus,Platystemon,one species: creamcups,https://en-word.net/id/oewn-11927736-n,genus,Platystemon,genus of plants,https://www.wikidata.org/entity/Q1029455,Exact,TRUE,
genus,Romneya,one species: matilija poppy,https://en-word.net/id/oewn-11928023-n,genus,Romneya,genus of plants,https://www.wikidata.org/entity/Q2535357,Exact,TRUE,
genus,Sanguinaria,one species: bloodroot,https://en-word.net/id/oewn-11928408-n,genus,Sanguinaria,genus of plants,https://www.wikidata.org/entity/Q14566105,Exact,TRUE,
genus,Stylomecon,one species: wind poppy,https://en-word.net/id/oewn-11928900-n,genus,Stylomecon,genus of plants,https://www.wikidata.org/entity/Q18335946,Exact,TRUE,
genus,Stylophorum,wood poppies,https://en-word.net/id/oewn-11929187-n,genus,Stylophorum,genus of plants,https://www.wikidata.org/entity/Q661674,Exact,TRUE,
